gene_ids,uniprot_id,uniprot_genes
XLOC-025605#LIMS2-HUMAN#Q7Z4I7,Q7Z4I7,LIMS2
XLOC-025074#XLOC-025074,XLOC-025074#XLOC-025074,XLOC-025074#XLOC-025074
gene-evm.model.ptg000038l.31#gene-evm.model.ptg000038l.31,gene-evm.model.ptg000038l.31#gene-evm.model.ptg000038l.31,gene-evm.model.ptg000038l.31#gene-evm.model.ptg000038l.31
XLOC-025084#PRKDC-CHICK#Q8QGX4,Q8QGX4,PRKDC
XLOC-025599#XLOC-025599,XLOC-025599#XLOC-025599,XLOC-025599#XLOC-025599
XLOC-025600#TBCA-CHICK#P80585,P80585,TBCA
XLOC-025075#DRD2A-XENLA#P24628,P24628,drd2-a
XLOC-025603#ADT1-CAEEL#G5ECS8,G5ECS8,adt-1
XLOC-025076#SIR6-CASCN#A0A250YGJ5,A0A250YGJ5,SIRT6
XLOC-025604#NR2CA-XENLA#Q3B8C3,Q3B8C3,nr2c2ap
XLOC-025077#RAS2-PHYPO#P34726,P34726,RAS-2
XLOC-025088#GPX1-MACFU#Q865R2,Q865R2,GPX1
XLOC-025078#SRBD1-MOUSE#Q497V5,Q497V5,Srbd1
XLOC-025080#COMP-MOUSE#Q9R0G6,Q9R0G6,Comp
XLOC-025087#HINT1-RABIT#P80912,P80912,HINT1
XLOC-025081#INT3-PONAB#Q5RE70,Q5RE70,INTS3
XLOC-025615#S15A2-DANRE#B0S6T2,B0S6T2,slc15a2
XLOC-025083#SIR7-MOUSE#Q8BKJ9,Q8BKJ9,Sirt7
XLOC-025082#XLOC-025082,XLOC-025082#XLOC-025082,XLOC-025082#XLOC-025082
XLOC-025606#RYAR-TRICA#G4WMX4,G4WMX4,RYa-R
gene-evm.model.ptg000038l.2#ATPA-HUMAN#P25705,P25705,ATP5F1A
XLOC-025092#DPGN-DIPMA#O96790,O96790,XLOC-025092#DPGN-DIPMA#O96790
XLOC-025086#XPP1-BOVIN#Q1JPJ2,Q1JPJ2,XPNPEP1
XLOC-025089#PIGB-BOVIN#Q1LZA0,Q1LZA0,PIGB
XLOC-025617#XLOC-025617,XLOC-025617#XLOC-025617,XLOC-025617#XLOC-025617
XLOC-025607#XLOC-025607,XLOC-025607#XLOC-025607,XLOC-025607#XLOC-025607
XLOC-025612#XLOC-025612,XLOC-025612#XLOC-025612,XLOC-025612#XLOC-025612
XLOC-025614#CD151-RAT#Q9QZA6,Q9QZA6,Cd151
XLOC-025616#ELL2-MOUSE#Q3UKU1,Q3UKU1,Ell2
XLOC-025621#GON4L-HUMAN#Q3T8J9,Q3T8J9,GON4L
XLOC-025093#XLOC-025093,XLOC-025093#XLOC-025093,XLOC-025093#XLOC-025093
XLOC-025618#ANPRA-MOUSE#P18293,P18293,Npr1
XLOC-025619#ANPRA-MOUSE#P18293,P18293,Npr1
XLOC-025629#XLOC-025629,XLOC-025629#XLOC-025629,XLOC-025629#XLOC-025629
XLOC-025104#XLOC-025104,XLOC-025104#XLOC-025104,XLOC-025104#XLOC-025104
gene-evm.model.ptg000007l.18-1#gene-evm.model.ptg000007l.18,gene-evm.model.ptg000007l.18-1#gene-evm.model.ptg000007l.18,gene-evm.model.ptg000007l.18-1#gene-evm.model.ptg000007l.18
gene-evm.model.ptg000007l.17-1#DCA12-MOUSE#Q8BGZ3,Q8BGZ3,Dcaf12
gene-evm.model.ptg000007l.29#CD38-RABIT#Q9MZ03,Q9MZ03,CD38
XLOC-025105#HMCN2-HUMAN#Q8NDA2,Q8NDA2,HMCN2
XLOC-025118#XLOC-025118,XLOC-025118#XLOC-025118,XLOC-025118#XLOC-025118
XLOC-025101#CF161-DANRE#Q568D2,Q568D2,cfap161
XLOC-025117#AURE-AURAU#Q0MWV8,Q0MWV8,XLOC-025117#AURE-AURAU#Q0MWV8
XLOC-025122#COPE-BOVIN#Q28104,Q28104,COPE
gene-evm.model.ptg000007l.16#KGD4-BOVIN#P82908,P82908,KGD4
XLOC-025112#XLOC-025112,XLOC-025112#XLOC-025112,XLOC-025112#XLOC-025112
XLOC-025097#XLOC-025097,XLOC-025097#XLOC-025097,XLOC-025097#XLOC-025097
XLOC-025622#PYM-BOMMO#Q2F5J3,Q2F5J3,Pym
XLOC-025634#KTAP2-CANLF#P86229,P86229,KRTCAP2
gene-evm.model.ptg000007l.18,gene-evm.model.ptg000007l.18,gene-evm.model.ptg000007l.18
XLOC-025100#XLOC-025100,XLOC-025100#XLOC-025100,XLOC-025100#XLOC-025100
XLOC-025627#FPS-AVISP#P00541,P00541,V-FPS
XLOC-025625#GNTK-MOUSE#Q8R0J8,Q8R0J8,Idnk
XLOC-025628#XLOC-025628,XLOC-025628#XLOC-025628,XLOC-025628#XLOC-025628
XLOC-025102#F219A-HUMAN#Q8IW50,Q8IW50,FAM219A
XLOC-025103#MYCPP-HUMAN#Q7Z401,Q7Z401,DENND4A
XLOC-025642#EF2-BOMMO#Q1HPK6,Q1HPK6,tef2
gene-evm.model.ptg000007l.32#NOV-ARATH#F4JTS8,F4JTS8,NOV
XLOC-025630#CD38-RABIT#Q9MZ03,Q9MZ03,CD38
XLOC-025106#DKC1-DANRE#F1Q749,F1Q749,dkc1
XLOC-025636#DDX59-MOUSE#Q9DBN9,Q9DBN9,Ddx59
XLOC-025110#CLPX-MOUSE#Q9JHS4,Q9JHS4,Clpx
XLOC-025109#XLOC-025109,XLOC-025109#XLOC-025109,XLOC-025109#XLOC-025109
XLOC-025123#XLOC-025123,XLOC-025123#XLOC-025123,XLOC-025123#XLOC-025123
gene-evm.model.ptg000007l.57,gene-evm.model.ptg000007l.57,gene-evm.model.ptg000007l.57
XLOC-025114#PPIB-CHICK#P24367,P24367,PPIB
XLOC-025107#ARI3A-DANRE#A2BEA6,A2BEA6,arid3a
XLOC-025127#IDHP-PIG#P33198,P33198,IDH2
XLOC-025120#GBA1-MOUSE#P17439,P17439,Gba1
XLOC-025113#XLOC-025113,XLOC-025113#XLOC-025113,XLOC-025113#XLOC-025113
XLOC-025121#STNG3-STYPI#A0A2B4SES9,A0A2B4SES9,STING3
XLOC-025132#PPN1-CAEEL#O76840,O76840,mig-6
gene-evm.model.ptg000007l.56-1,gene-evm.model.ptg000007l.56-1,gene-evm.model.ptg000007l.56-1
XLOC-025108#GHRA-ECO45#B7MIH3,B7MIH3,ghrA
XLOC-025124#NCLN-DANRE#Q6NZ07,Q6NZ07,ncln
XLOC-025131#MORN1-HUMAN#Q5T089,Q5T089,MORN1
gene-evm.model.ptg000007l.54#gene-evm.model.ptg000007l.54,gene-evm.model.ptg000007l.54#gene-evm.model.ptg000007l.54,gene-evm.model.ptg000007l.54#gene-evm.model.ptg000007l.54
XLOC-025111#XLOC-025111,XLOC-025111#XLOC-025111,XLOC-025111#XLOC-025111
XLOC-025115#XLOC-025115,XLOC-025115#XLOC-025115,XLOC-025115#XLOC-025115
XLOC-025633#CTNA2-PONAB#Q5R416,Q5R416,CTNNA2
XLOC-025646#ANKL1-MOUSE#A8VU90,A8VU90,Ankle1
XLOC-025637#XLOC-025637,XLOC-025637#XLOC-025637,XLOC-025637#XLOC-025637
XLOC-025641#TIM44-MOUSE#O35857,O35857,Timm44
XLOC-025648#HCN4-HUMAN#Q9Y3Q4,Q9Y3Q4,HCN4
XLOC-025656#RL36-HUMAN#Q9Y3U8,Q9Y3U8,RPL36
XLOC-025116#XLOC-025116,XLOC-025116#XLOC-025116,XLOC-025116#XLOC-025116
XLOC-025643#TRIM2-HUMAN#Q9C040,Q9C040,TRIM2
XLOC-025647#RTXE-DROME#Q9NBX4,Q9NBX4,X-element\ORF2
XLOC-025652#MP2K2-RAT#P36506,P36506,Map2k2
XLOC-025644#PPIB-MOUSE#P24369,P24369,Ppib
gene-evm.model.ptg000007l.55-1,gene-evm.model.ptg000007l.55-1,gene-evm.model.ptg000007l.55-1
XLOC-025650#XLOC-025650,XLOC-025650#XLOC-025650,XLOC-025650#XLOC-025650
XLOC-025129#NDUA6-BOVIN#Q02366,Q02366,NDUFA6
XLOC-025651#PTN7-MOUSE#Q8BUM3,Q8BUM3,Ptpn7
XLOC-025649#CTSRG-HUMAN#Q6ZRH7,Q6ZRH7,CATSPERG
XLOC-025660#XLOC-025660,XLOC-025660#XLOC-025660,XLOC-025660#XLOC-025660
XLOC-025655#GLD2-DANRE#Q503I9,Q503I9,tent2
XLOC-025665#UB2Q1-MOUSE#Q7TSS2,Q7TSS2,Ube2q1
XLOC-025654#ARI3A-HUMAN#Q99856,Q99856,ARID3A
gene-evm.model.ptg000007l.69#gene-evm.model.ptg000007l.69,gene-evm.model.ptg000007l.69#gene-evm.model.ptg000007l.69,gene-evm.model.ptg000007l.69#gene-evm.model.ptg000007l.69
gene-evm.model.ptg000007l.70-1,gene-evm.model.ptg000007l.70-1,gene-evm.model.ptg000007l.70-1
gene-evm.model.ptg000007l.73,gene-evm.model.ptg000007l.73,gene-evm.model.ptg000007l.73
XLOC-025138#XLOC-025138,XLOC-025138#XLOC-025138,XLOC-025138#XLOC-025138
XLOC-025130#XLOC-025130,XLOC-025130#XLOC-025130,XLOC-025130#XLOC-025130
XLOC-025133#XLOC-025133,XLOC-025133#XLOC-025133,XLOC-025133#XLOC-025133
XLOC-025125#XLOC-025125,XLOC-025125#XLOC-025125,XLOC-025125#XLOC-025125
XLOC-025658#SYT7-MOUSE#Q9R0N7,Q9R0N7,Syt7
XLOC-025128#XLOC-025128,XLOC-025128#XLOC-025128,XLOC-025128#XLOC-025128
XLOC-025659#FOXD1-RAT#Q63251,Q63251,Foxd1
XLOC-025661#XLOC-025661,XLOC-025661#XLOC-025661,XLOC-025661#XLOC-025661
XLOC-025662#XLOC-025662,XLOC-025662#XLOC-025662,XLOC-025662#XLOC-025662
XLOC-025664#HVCN1-XENLA#Q5M7E9,Q5M7E9,hvcn1
XLOC-025663#XLOC-025663,XLOC-025663#XLOC-025663,XLOC-025663#XLOC-025663
XLOC-025136#XLOC-025136,XLOC-025136#XLOC-025136,XLOC-025136#XLOC-025136
XLOC-025135#VLDLR-MOUSE#P98156,P98156,Vldlr
XLOC-025134#XLOC-025134,XLOC-025134#XLOC-025134,XLOC-025134#XLOC-025134
XLOC-025139#HNRPK-CHICK#Q5ZIQ3,Q5ZIQ3,HNRNPK
XLOC-025668#MTNB-XENTR#Q5FW37,Q5FW37,apip
XLOC-025666#XLOC-025666,XLOC-025666#XLOC-025666,XLOC-025666#XLOC-025666
XLOC-025667#ABCG1-DICDI#Q55DW4,Q55DW4,abcG1
gene-evm.model.ptg000007l.105#SSRB-BOVIN#Q5E9E4,Q5E9E4,SSR2
XLOC-025143#HPSE-HUMAN#Q9Y251,Q9Y251,HPSE
XLOC-025669#GNB5A-DANRE#A1L271,A1L271,gnb5a
gene-evm.model.ptg000007l.104#STML2-HUMAN#Q9UJZ1,Q9UJZ1,STOML2
XLOC-025673#VWDE-MOUSE#Q6DFV8,Q6DFV8,Vwde
XLOC-025676#PPIB-CHICK#P24367,P24367,PPIB
XLOC-025141#XLOC-025141,XLOC-025141#XLOC-025141,XLOC-025141#XLOC-025141
XLOC-025671#XLOC-025671,XLOC-025671#XLOC-025671,XLOC-025671#XLOC-025671
XLOC-025672#XLOC-025672,XLOC-025672#XLOC-025672,XLOC-025672#XLOC-025672
XLOC-025677#CAF1A-DANRE#A0JMK9,A0JMK9,chaf1a
XLOC-025675#XLOC-025675,XLOC-025675#XLOC-025675,XLOC-025675#XLOC-025675
XLOC-025679#XLOC-025679,XLOC-025679#XLOC-025679,XLOC-025679#XLOC-025679
XLOC-025144#XLOC-025144,XLOC-025144#XLOC-025144,XLOC-025144#XLOC-025144
XLOC-025680#XLOC-025680,XLOC-025680#XLOC-025680,XLOC-025680#XLOC-025680
XLOC-025150#XLOC-025150,XLOC-025150#XLOC-025150,XLOC-025150#XLOC-025150
XLOC-025149#SYFM-HUMAN#O95363,O95363,FARS2
XLOC-025146#XLOC-025146,XLOC-025146#XLOC-025146,XLOC-025146#XLOC-025146
XLOC-025682#RENT1-DANRE#F1RCY6,F1RCY6,upf1
XLOC-025157#ZFR-XENTR#Q5U231,Q5U231,zfr
gene-evm.model.ptg000007l.114-1#gene-evm.model.ptg000007l.114,gene-evm.model.ptg000007l.114-1#gene-evm.model.ptg000007l.114,gene-evm.model.ptg000007l.114-1#gene-evm.model.ptg000007l.114
XLOC-025145#XLOC-025145,XLOC-025145#XLOC-025145,XLOC-025145#XLOC-025145
XLOC-025151#MT25B-BOVIN#Q5E9V4,Q5E9V4,METTL25B
XLOC-025147#XLOC-025147,XLOC-025147#XLOC-025147,XLOC-025147#XLOC-025147
XLOC-025148#XLOC-025148,XLOC-025148#XLOC-025148,XLOC-025148#XLOC-025148
XLOC-025152#MARH4-MOUSE#Q80TE3,Q80TE3,Marchf4
XLOC-025153#XLOC-025153,XLOC-025153#XLOC-025153,XLOC-025153#XLOC-025153
XLOC-025684#UTP15-CHICK#Q5F3D7,Q5F3D7,UTP15
XLOC-025681#CI085-MOUSE#Q9CQ90,Q9CQ90,XLOC-025681#CI085-MOUSE#Q9CQ90
XLOC-025159#COG1-MOUSE#Q9Z160,Q9Z160,Cog1
XLOC-025686#XLOC-025686,XLOC-025686#XLOC-025686,XLOC-025686#XLOC-025686
XLOC-025154#NT5D2-HUMAN#Q9H857,Q9H857,NT5DC2
XLOC-025696#FIBA-APOPA#P19477,P19477,XLOC-025696#FIBA-APOPA#P19477
XLOC-025156#RAS1-DROPE#B4GFJ8,B4GFJ8,Ras85D
XLOC-025688#XLOC-025688,XLOC-025688#XLOC-025688,XLOC-025688#XLOC-025688
XLOC-025162#XLOC-025162,XLOC-025162#XLOC-025162,XLOC-025162#XLOC-025162
XLOC-025158#MYORG-HUMAN#Q6NSJ0,Q6NSJ0,MYORG
XLOC-025692#CIB2-MOUSE#Q9Z309,Q9Z309,Cib2
gene-evm.model.ptg000007l.139-1,gene-evm.model.ptg000007l.139-1,gene-evm.model.ptg000007l.139-1
XLOC-025167#PDIA3-CHICK#Q8JG64,Q8JG64,PDIA3
XLOC-025160#MEX3B-XENLA#A1L3F4,A1L3F4,mex3b
gene-evm.model.ptg000007l.149,gene-evm.model.ptg000007l.149,gene-evm.model.ptg000007l.149
XLOC-025687#XLOC-025687,XLOC-025687#XLOC-025687,XLOC-025687#XLOC-025687
XLOC-025163#XLOC-025163,XLOC-025163#XLOC-025163,XLOC-025163#XLOC-025163
XLOC-025691#CCKAR-XENLA#P70031,P70031,cckar
XLOC-025697#FIBA-APOPA#P19477,P19477,XLOC-025697#FIBA-APOPA#P19477
XLOC-025169#KLKB1-RAT#P14272,P14272,Klkb1
XLOC-025699#XLOC-025699,XLOC-025699#XLOC-025699,XLOC-025699#XLOC-025699
XLOC-025173#HMCN1-MOUSE#D3YXG0,D3YXG0,Hmcn1
XLOC-025700#XLOC-025700,XLOC-025700#XLOC-025700,XLOC-025700#XLOC-025700
XLOC-025712#ACBG2-XENLA#Q7ZYC4,Q7ZYC4,acsbg2
XLOC-025703#MET14-CHICK#Q5ZK35,Q5ZK35,METTL14
XLOC-025168#XLOC-025168,XLOC-025168#XLOC-025168,XLOC-025168#XLOC-025168
gene-evm.model.ptg000007l.163,gene-evm.model.ptg000007l.163,gene-evm.model.ptg000007l.163
XLOC-025705#XLOC-025705,XLOC-025705#XLOC-025705,XLOC-025705#XLOC-025705
XLOC-025176#SPG21-RAT#Q5XIC4,Q5XIC4,Spg21
XLOC-025711#BLM-HUMAN#P54132,P54132,BLM
gene-evm.model.ptg000007l.168,gene-evm.model.ptg000007l.168,gene-evm.model.ptg000007l.168
XLOC-025175#XLOC-025175,XLOC-025175#XLOC-025175,XLOC-025175#XLOC-025175
XLOC-025171#XLOC-025171,XLOC-025171#XLOC-025171,XLOC-025171#XLOC-025171
gene-evm.model.ptg000007l.171,gene-evm.model.ptg000007l.171,gene-evm.model.ptg000007l.171
gene-evm.model.ptg000007l.172-1,gene-evm.model.ptg000007l.172-1,gene-evm.model.ptg000007l.172-1
XLOC-025181#GCP4-MOUSE#Q9D4F8,Q9D4F8,Tubgcp4
gene-evm.model.ptg000007l.173,gene-evm.model.ptg000007l.173,gene-evm.model.ptg000007l.173
XLOC-025709#PGTB1-BOVIN#Q5EAD5,Q5EAD5,PGGT1B
XLOC-025713#ACBG2-XENLA#Q7ZYC4,Q7ZYC4,acsbg2
XLOC-025719#RS6-HUMAN#P62753,P62753,RPS6
XLOC-025714#RASA1-RAT#P50904,P50904,Rasa1
gene-evm.model.ptg000007l.185#RM24-DANRE#Q6DH02,Q6DH02,mrpl24
XLOC-025715#XLOC-025715,XLOC-025715#XLOC-025715,XLOC-025715#XLOC-025715
gene-evm.model.ptg000007l.186,gene-evm.model.ptg000007l.186,gene-evm.model.ptg000007l.186
XLOC-025718#SHF-MOUSE#Q8CG80,Q8CG80,Shf
XLOC-025723#XLOC-025723,XLOC-025723#XLOC-025723,XLOC-025723#XLOC-025723
XLOC-025183#S23A1-HUMAN#Q9UHI7,Q9UHI7,SLC23A1
XLOC-025721#XLOC-025721,XLOC-025721#XLOC-025721,XLOC-025721#XLOC-025721
XLOC-025187#XLOC-025187,XLOC-025187#XLOC-025187,XLOC-025187#XLOC-025187
XLOC-025722#RTXE-DROME#Q9NBX4,Q9NBX4,X-element\ORF2
gene-evm.model.ptg000007l.196,gene-evm.model.ptg000007l.196,gene-evm.model.ptg000007l.196
XLOC-025724#XLOC-025724,XLOC-025724#XLOC-025724,XLOC-025724#XLOC-025724
XLOC-025727#ASTRA-MOUSE#Q8VEF1,Q8VEF1,Gramd1a
XLOC-025184#XLOC-025184,XLOC-025184#XLOC-025184,XLOC-025184#XLOC-025184
XLOC-025726#XLOC-025726,XLOC-025726#XLOC-025726,XLOC-025726#XLOC-025726
XLOC-025732#XLOC-025732,XLOC-025732#XLOC-025732,XLOC-025732#XLOC-025732
XLOC-025733#XLOC-025733,XLOC-025733#XLOC-025733,XLOC-025733#XLOC-025733
XLOC-025728#XLOC-025728,XLOC-025728#XLOC-025728,XLOC-025728#XLOC-025728
XLOC-025731#XLOC-025731,XLOC-025731#XLOC-025731,XLOC-025731#XLOC-025731
XLOC-025734#AF9-MOUSE#A2AM29,A2AM29,Mllt3
XLOC-025194#XLOC-025194,XLOC-025194#XLOC-025194,XLOC-025194#XLOC-025194
XLOC-025744#XLOC-025744,XLOC-025744#XLOC-025744,XLOC-025744#XLOC-025744
XLOC-025736#XLOC-025736,XLOC-025736#XLOC-025736,XLOC-025736#XLOC-025736
XLOC-025196#XLOC-025196,XLOC-025196#XLOC-025196,XLOC-025196#XLOC-025196
XLOC-025197#XLOC-025197,XLOC-025197#XLOC-025197,XLOC-025197#XLOC-025197
XLOC-025738#XLOC-025738,XLOC-025738#XLOC-025738,XLOC-025738#XLOC-025738
XLOC-025198#WRN-XENLA#O93530,O93530,wrn
XLOC-025739#XLOC-025739,XLOC-025739#XLOC-025739,XLOC-025739#XLOC-025739
XLOC-025743#XLOC-025743,XLOC-025743#XLOC-025743,XLOC-025743#XLOC-025743
XLOC-025201#XLOC-025201,XLOC-025201#XLOC-025201,XLOC-025201#XLOC-025201
XLOC-025746#XLOC-025746,XLOC-025746#XLOC-025746,XLOC-025746#XLOC-025746
XLOC-025205#XLOC-025205,XLOC-025205#XLOC-025205,XLOC-025205#XLOC-025205
XLOC-025752#XLOC-025752,XLOC-025752#XLOC-025752,XLOC-025752#XLOC-025752
XLOC-025753#XLOC-025753,XLOC-025753#XLOC-025753,XLOC-025753#XLOC-025753
XLOC-025754#XLOC-025754,XLOC-025754#XLOC-025754,XLOC-025754#XLOC-025754
XLOC-025755#XLOC-025755,XLOC-025755#XLOC-025755,XLOC-025755#XLOC-025755
XLOC-025756#XLOC-025756,XLOC-025756#XLOC-025756,XLOC-025756#XLOC-025756
XLOC-025757#XLOC-025757,XLOC-025757#XLOC-025757,XLOC-025757#XLOC-025757
XLOC-025207#CBPC1-HUMAN#Q9UPW5,Q9UPW5,AGTPBP1
XLOC-025762#XLOC-025762,XLOC-025762#XLOC-025762,XLOC-025762#XLOC-025762
XLOC-025210#XLOC-025210,XLOC-025210#XLOC-025210,XLOC-025210#XLOC-025210
XLOC-025221#XLOC-025221,XLOC-025221#XLOC-025221,XLOC-025221#XLOC-025221
XLOC-025780#XLOC-025780,XLOC-025780#XLOC-025780,XLOC-025780#XLOC-025780
XLOC-025771#VASH1-HUMAN#Q7L8A9,Q7L8A9,VASH1
XLOC-025769#XLOC-025769,XLOC-025769#XLOC-025769,XLOC-025769#XLOC-025769
XLOC-025235#XLOC-025235,XLOC-025235#XLOC-025235,XLOC-025235#XLOC-025235
XLOC-025211#XLOC-025211,XLOC-025211#XLOC-025211,XLOC-025211#XLOC-025211
XLOC-025770#POL5-DROME#Q8I7P9,Q8I7P9,pol
XLOC-025212#XLOC-025212,XLOC-025212#XLOC-025212,XLOC-025212#XLOC-025212
XLOC-025774#XLOC-025774,XLOC-025774#XLOC-025774,XLOC-025774#XLOC-025774
XLOC-025216#XLOC-025216,XLOC-025216#XLOC-025216,XLOC-025216#XLOC-025216
XLOC-025217#XLOC-025217,XLOC-025217#XLOC-025217,XLOC-025217#XLOC-025217
XLOC-025220#XLOC-025220,XLOC-025220#XLOC-025220,XLOC-025220#XLOC-025220
XLOC-025775#XLOC-025775,XLOC-025775#XLOC-025775,XLOC-025775#XLOC-025775
XLOC-025776#XLOC-025776,XLOC-025776#XLOC-025776,XLOC-025776#XLOC-025776
XLOC-025783#PK3C3-XENLA#Q6AZN6,Q6AZN6,pik3c3
XLOC-025777#XLOC-025777,XLOC-025777#XLOC-025777,XLOC-025777#XLOC-025777
XLOC-025778#XLOC-025778,XLOC-025778#XLOC-025778,XLOC-025778#XLOC-025778
XLOC-025779#XLOC-025779,XLOC-025779#XLOC-025779,XLOC-025779#XLOC-025779
XLOC-025781#XLOC-025781,XLOC-025781#XLOC-025781,XLOC-025781#XLOC-025781
XLOC-025230#XLOC-025230,XLOC-025230#XLOC-025230,XLOC-025230#XLOC-025230
XLOC-025239#XLOC-025239,XLOC-025239#XLOC-025239,XLOC-025239#XLOC-025239
XLOC-025240#XLOC-025240,XLOC-025240#XLOC-025240,XLOC-025240#XLOC-025240
XLOC-025244#XLOC-025244,XLOC-025244#XLOC-025244,XLOC-025244#XLOC-025244
XLOC-025242#XLOC-025242,XLOC-025242#XLOC-025242,XLOC-025242#XLOC-025242
XLOC-025793#XLOC-025793,XLOC-025793#XLOC-025793,XLOC-025793#XLOC-025793
gene-evm.model.ptg000007l.322,gene-evm.model.ptg000007l.322,gene-evm.model.ptg000007l.322
XLOC-025795#POL2-DROME#P20825,P20825,pol
XLOC-025796#XLOC-025796,XLOC-025796#XLOC-025796,XLOC-025796#XLOC-025796
XLOC-025243#XLOC-025243,XLOC-025243#XLOC-025243,XLOC-025243#XLOC-025243
gene-evm.model.ptg000007l.341#THEM4-HUMAN#Q5T1C6,Q5T1C6,THEM4
XLOC-025248#XLOC-025248,XLOC-025248#XLOC-025248,XLOC-025248#XLOC-025248
XLOC-025799#XLOC-025799,XLOC-025799#XLOC-025799,XLOC-025799#XLOC-025799
gene-evm.model.ptg000007l.332,gene-evm.model.ptg000007l.332,gene-evm.model.ptg000007l.332
XLOC-025247#XLOC-025247,XLOC-025247#XLOC-025247,XLOC-025247#XLOC-025247
XLOC-025803#XLOC-025803,XLOC-025803#XLOC-025803,XLOC-025803#XLOC-025803
XLOC-025806#XLOC-025806,XLOC-025806#XLOC-025806,XLOC-025806#XLOC-025806
XLOC-025817#XLOC-025817,XLOC-025817#XLOC-025817,XLOC-025817#XLOC-025817
XLOC-025249#THEM4-HUMAN#Q5T1C6,Q5T1C6,THEM4
gene-evm.model.ptg000007l.343,gene-evm.model.ptg000007l.343,gene-evm.model.ptg000007l.343
XLOC-025253#XLOC-025253,XLOC-025253#XLOC-025253,XLOC-025253#XLOC-025253
XLOC-025254#XLOC-025254,XLOC-025254#XLOC-025254,XLOC-025254#XLOC-025254
XLOC-025255#XLOC-025255,XLOC-025255#XLOC-025255,XLOC-025255#XLOC-025255
XLOC-025256#XLOC-025256,XLOC-025256#XLOC-025256,XLOC-025256#XLOC-025256
XLOC-025262#XLOC-025262,XLOC-025262#XLOC-025262,XLOC-025262#XLOC-025262
XLOC-025813#XLOC-025813,XLOC-025813#XLOC-025813,XLOC-025813#XLOC-025813
XLOC-025815#XLOC-025815,XLOC-025815#XLOC-025815,XLOC-025815#XLOC-025815
XLOC-025260#NCBP1-XENTR#Q6DIE2,Q6DIE2,ncbp1
XLOC-025263#SPAG8-BOVIN#E1BNS6,E1BNS6,SPAG8
XLOC-025265#XLOC-025265,XLOC-025265#XLOC-025265,XLOC-025265#XLOC-025265
gene-evm.model.ptg000007l.374#RL20-THEPX#B0K3L3,B0K3L3,rplT
XLOC-025261#SDHF4-DROME#Q9VLU6,Q9VLU6,Sirup
XLOC-025818#NDUS4-BOVIN#Q02375,Q02375,NDUFS4
XLOC-025267#XLOC-025267,XLOC-025267#XLOC-025267,XLOC-025267#XLOC-025267
XLOC-025824#CERT-CRIGR#Q6VVX2,Q6VVX2,CERT1
XLOC-025268#XLOC-025268,XLOC-025268#XLOC-025268,XLOC-025268#XLOC-025268
gene-evm.model.ptg000007l.379,gene-evm.model.ptg000007l.379,gene-evm.model.ptg000007l.379
XLOC-025271#ADA1A-ORYLA#Q91175,Q91175,adra1a
XLOC-025272#YD286-MOUSE#Q9CWB7,Q9CWB7,XLOC-025272#YD286-MOUSE#Q9CWB7
XLOC-025827#XLOC-025827,XLOC-025827#XLOC-025827,XLOC-025827#XLOC-025827
XLOC-025828#XLOC-025828,XLOC-025828#XLOC-025828,XLOC-025828#XLOC-025828
XLOC-025829#XLOC-025829,XLOC-025829#XLOC-025829,XLOC-025829#XLOC-025829
XLOC-025830#XLOC-025830,XLOC-025830#XLOC-025830,XLOC-025830#XLOC-025830
XLOC-025831#XLOC-025831,XLOC-025831#XLOC-025831,XLOC-025831#XLOC-025831
gene-evm.model.ptg000007l.395,gene-evm.model.ptg000007l.395,gene-evm.model.ptg000007l.395
XLOC-025833#XLOC-025833,XLOC-025833#XLOC-025833,XLOC-025833#XLOC-025833
XLOC-025832#XLOC-025832,XLOC-025832#XLOC-025832,XLOC-025832#XLOC-025832
XLOC-025280#RPC7L-BOVIN#Q1RMR0,Q1RMR0,POLR3GL
gene-evm.model.ptg000007l.400,gene-evm.model.ptg000007l.400,gene-evm.model.ptg000007l.400
XLOC-025279#ISL1-CHICK#P50211,P50211,ISL1
XLOC-025843#PDE2-CROAD#J3SBP3,J3SBP3,XLOC-025843#PDE2-CROAD#J3SBP3
gene-evm.model.ptg000007l.413#CFA53-DANRE#A0A0R4IFG5,A0A0R4IFG5,cfap53
XLOC-025284#CFA53-DANRE#A0A0R4IFG5,A0A0R4IFG5,cfap53
XLOC-025839#PGPI-MOUSE#Q9ESW8,Q9ESW8,Pgpep1
XLOC-025282#RTJK-DROME#P21328,P21328,pol
XLOC-025281#XLOC-025281,XLOC-025281#XLOC-025281,XLOC-025281#XLOC-025281
XLOC-025283#XLOC-025283,XLOC-025283#XLOC-025283,XLOC-025283#XLOC-025283
gene-evm.model.ptg000007l.424,gene-evm.model.ptg000007l.424,gene-evm.model.ptg000007l.424
XLOC-025292#XLOC-025292,XLOC-025292#XLOC-025292,XLOC-025292#XLOC-025292
XLOC-025844#FCN1A-XENLA#Q7ZT75,Q7ZT75,fcn1-a
XLOC-025296#ETFA-BOVIN#Q2KJE4,Q2KJE4,ETFA
XLOC-025285#F221B-HUMAN#A6H8Z2,A6H8Z2,FAM221B
XLOC-025845#XLOC-025845,XLOC-025845#XLOC-025845,XLOC-025845#XLOC-025845
gene-evm.model.ptg000007l.417,gene-evm.model.ptg000007l.417,gene-evm.model.ptg000007l.417
